locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_04073	CDS	561	ywrO	1.6.99.-	COG2249	General stress protein 14
BCDAKLAD_04074	gene	1905	yheS_2			
BCDAKLAD_04074	CDS	1905	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
BCDAKLAD_04075	gene	1023				
BCDAKLAD_04075	CDS	1023				hypothetical protein
BCDAKLAD_04076	gene	219				
BCDAKLAD_04076	CDS	219				hypothetical protein
BCDAKLAD_04077	gene	870	cfxP			
BCDAKLAD_04077	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
BCDAKLAD_04078	gene	405	yhfA			
BCDAKLAD_04078	CDS	405	yhfA		COG1765	Protein YhfA
BCDAKLAD_04079	gene	633	crp			
BCDAKLAD_04079	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
BCDAKLAD_04080	gene	2079				
BCDAKLAD_04080	CDS	2079				hypothetical protein
BCDAKLAD_04081	gene	1221	argD			
BCDAKLAD_04081	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
BCDAKLAD_04082	gene	564	pabA			
BCDAKLAD_04082	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
BCDAKLAD_04083	gene	603	fic			
BCDAKLAD_04083	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
BCDAKLAD_04084	gene	168	yhfG			
BCDAKLAD_04084	CDS	168	yhfG			putative protein YhfG
BCDAKLAD_04085	gene	570	ppiA			
BCDAKLAD_04085	CDS	570	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
BCDAKLAD_04086	gene	1188	tsgA			
BCDAKLAD_04086	CDS	1188	tsgA		COG0477	Protein TsgA
BCDAKLAD_04087	gene	1323	codA_2			
BCDAKLAD_04087	CDS	1323	codA_2	3.5.4.1	COG0402	Cytosine deaminase
BCDAKLAD_04088	gene	102				
BCDAKLAD_04088	CDS	102				hypothetical protein
BCDAKLAD_04089	gene	2544	nasD			
BCDAKLAD_04089	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BCDAKLAD_04090	gene	327	nirD			
BCDAKLAD_04090	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
BCDAKLAD_04091	gene	1374	cysG_2			
BCDAKLAD_04091	CDS	1374	cysG_2		COG0007	Siroheme synthase
BCDAKLAD_04092	gene	1005	trpS			
BCDAKLAD_04092	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BCDAKLAD_04093	gene	762	gph			
BCDAKLAD_04093	CDS	762	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
BCDAKLAD_04094	gene	678	rpe			
BCDAKLAD_04094	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BCDAKLAD_04095	gene	828	dam			
BCDAKLAD_04095	CDS	828	dam	2.1.1.72	COG0338	DNA adenine methylase
BCDAKLAD_04096	gene	1257	damX			
BCDAKLAD_04096	CDS	1257	damX		COG3266	Cell division protein DamX
BCDAKLAD_04097	gene	1095	aroB			
BCDAKLAD_04097	CDS	1095	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BCDAKLAD_04098	gene	522	aroK			
BCDAKLAD_04098	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
BCDAKLAD_04099	gene	1245	pilQ			
BCDAKLAD_04099	CDS	1245	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
BCDAKLAD_04100	gene	429				
BCDAKLAD_04100	CDS	429				hypothetical protein
BCDAKLAD_04101	gene	534				
BCDAKLAD_04101	CDS	534				hypothetical protein
BCDAKLAD_04102	gene	801				
BCDAKLAD_04102	CDS	801				hypothetical protein
BCDAKLAD_04103	gene	2559	mrcA			
BCDAKLAD_04103	CDS	2559	mrcA		COG5009	Penicillin-binding protein 1A
BCDAKLAD_04104	gene	561	nudE			
BCDAKLAD_04104	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
BCDAKLAD_04105	gene	2130	igaA			
BCDAKLAD_04105	CDS	2130	igaA			Intracellular growth attenuator protein igaA
BCDAKLAD_04106	gene	684	yrfG			
BCDAKLAD_04106	CDS	684	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
BCDAKLAD_04107	gene	402	hslR			
BCDAKLAD_04107	CDS	402	hslR		COG1188	Heat shock protein 15
BCDAKLAD_04108	gene	879	hslO			
BCDAKLAD_04108	CDS	879	hslO		COG1281	33 kDa chaperonin
BCDAKLAD_04109	gene	1623	pckA_2			
BCDAKLAD_04109	CDS	1623	pckA_2	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
BCDAKLAD_04110	gene	1356	envZ			
BCDAKLAD_04110	CDS	1356	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
BCDAKLAD_04111	gene	720	ompR_2			
BCDAKLAD_04111	CDS	720	ompR_2			Transcriptional regulatory protein OmpR
BCDAKLAD_04112	gene	474	greB			
BCDAKLAD_04112	CDS	474	greB		COG0782	Transcription elongation factor GreB
BCDAKLAD_04113	gene	2331	yhgF			
BCDAKLAD_04113	CDS	2331	yhgF		COG2183	Protein YhgF
BCDAKLAD_04114	gene	228	feoA			
BCDAKLAD_04114	CDS	228	feoA		COG1918	Fe(2+) transport protein A
BCDAKLAD_04115	gene	2319	feoB			
BCDAKLAD_04115	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
BCDAKLAD_04116	gene	240	feoC			
BCDAKLAD_04116	CDS	240	feoC			putative [Fe-S]-dependent transcriptional repressor
BCDAKLAD_04117	gene	270				
BCDAKLAD_04117	CDS	270				hypothetical protein
BCDAKLAD_04118	gene	774	bioH			
BCDAKLAD_04118	CDS	774	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
BCDAKLAD_04119	gene	675				
BCDAKLAD_04119	CDS	675				hypothetical protein
BCDAKLAD_04120	gene	576	nfuA			
BCDAKLAD_04120	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
BCDAKLAD_04121	gene	1317	gntT			
BCDAKLAD_04121	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
BCDAKLAD_04122	gene	2094	malQ			
BCDAKLAD_04122	CDS	2094	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
BCDAKLAD_04123	gene	2391	malP_3			
BCDAKLAD_04123	CDS	2391	malP_3	2.4.1.1	COG0058	Maltodextrin phosphorylase
BCDAKLAD_04124	gene	2706	malT_2			
BCDAKLAD_04124	CDS	2706	malT_2		COG2909	HTH-type transcriptional regulator MalT
BCDAKLAD_04125	gene	759	glpR_4			
BCDAKLAD_04125	CDS	759	glpR_4		COG1349	Glycerol-3-phosphate regulon repressor
BCDAKLAD_04126	gene	825	glpG			
BCDAKLAD_04126	CDS	825	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
BCDAKLAD_04127	gene	330	glpE_2			
BCDAKLAD_04127	CDS	330	glpE_2	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
BCDAKLAD_04128	gene	1509	glpD			
BCDAKLAD_04128	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
BCDAKLAD_04129	gene	2448	malP_4			
BCDAKLAD_04129	CDS	2448	malP_4	2.4.1.1	COG0058	Maltodextrin phosphorylase
BCDAKLAD_04130	gene	1434	glgA			
BCDAKLAD_04130	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
BCDAKLAD_04131	gene	1296	glgC			
BCDAKLAD_04131	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BCDAKLAD_04132	gene	1977	glgX			
BCDAKLAD_04132	CDS	1977	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
BCDAKLAD_04133	gene	2187	glgB			
BCDAKLAD_04133	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
BCDAKLAD_04134	gene	1107	asd_2			
BCDAKLAD_04134	CDS	1107	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BCDAKLAD_04135	gene	1266	gntU			
BCDAKLAD_04135	CDS	1266	gntU		COG2610	Low-affinity gluconate transporter
BCDAKLAD_04136	gene	531	gntK			
BCDAKLAD_04136	CDS	531	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
BCDAKLAD_04137	gene	996	gntR_2			
BCDAKLAD_04137	CDS	996	gntR_2			HTH-type transcriptional regulator GntR
BCDAKLAD_04138	gene	696	yhhW			
BCDAKLAD_04138	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
BCDAKLAD_04139	gene	1038	yhhX			
BCDAKLAD_04139	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
BCDAKLAD_04140	gene	654				
BCDAKLAD_04140	CDS	654				hypothetical protein
BCDAKLAD_04141	gene	489	aaaT			
BCDAKLAD_04141	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
BCDAKLAD_04142	gene	1746	ggt			
BCDAKLAD_04142	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BCDAKLAD_04143	gene	321	yhhA			
BCDAKLAD_04143	CDS	321	yhhA			putative protein YhhA
BCDAKLAD_04144	gene	741	ugpQ			
BCDAKLAD_04144	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
BCDAKLAD_04145	gene	1071	ugpC_1			
BCDAKLAD_04145	CDS	1071	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BCDAKLAD_04146	gene	846	lacG_1			
BCDAKLAD_04146	CDS	846	lacG_1			Lactose transport system permease protein LacG
BCDAKLAD_04147	gene	888	ugpA_1			
BCDAKLAD_04147	CDS	888	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BCDAKLAD_04148	gene	1317	ugpB_1			
BCDAKLAD_04148	CDS	1317	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BCDAKLAD_04149	gene	369				
BCDAKLAD_04149	CDS	369				hypothetical protein
BCDAKLAD_04150	gene	222				
BCDAKLAD_04150	CDS	222				hypothetical protein
BCDAKLAD_04151	gene	714	livF_4			
BCDAKLAD_04151	CDS	714	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BCDAKLAD_04152	gene	768	lptB_3			
BCDAKLAD_04152	CDS	768	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BCDAKLAD_04153	gene	1278				
BCDAKLAD_04153	CDS	1278				hypothetical protein
BCDAKLAD_04154	gene	927	livH_3			
BCDAKLAD_04154	CDS	927	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BCDAKLAD_04155	gene	1110	livK			
BCDAKLAD_04155	CDS	1110	livK		COG0683	Leucine-specific-binding protein
BCDAKLAD_04156	gene	384	panM			
BCDAKLAD_04156	CDS	384	panM			PanD regulatory factor
BCDAKLAD_04157	gene	1098	livJ_2			
BCDAKLAD_04157	CDS	1098	livJ_2		COG0683	Leu/Ile/Val-binding protein
BCDAKLAD_04158	gene	1245				
BCDAKLAD_04158	CDS	1245				hypothetical protein
BCDAKLAD_04159	gene	1266	puuE			
BCDAKLAD_04159	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
BCDAKLAD_04160	gene	1524	gabR_3			
BCDAKLAD_04160	CDS	1524	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
BCDAKLAD_04161	gene	855	rpoH			
BCDAKLAD_04161	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
BCDAKLAD_04162	gene	1056	ftsX			
BCDAKLAD_04162	CDS	1056	ftsX		COG2177	Cell division protein FtsX
BCDAKLAD_04163	gene	669	ftsE			
BCDAKLAD_04163	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
BCDAKLAD_04164	gene	1524	ftsY			
BCDAKLAD_04164	CDS	1524	ftsY		COG0552	Signal recognition particle receptor FtsY
BCDAKLAD_04165	gene	597	rsmD			
BCDAKLAD_04165	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BCDAKLAD_04166	gene	276				
BCDAKLAD_04166	CDS	276				hypothetical protein
BCDAKLAD_04167	gene	351				
BCDAKLAD_04167	CDS	351				hypothetical protein
BCDAKLAD_04168	gene	627				
BCDAKLAD_04168	CDS	627				hypothetical protein
BCDAKLAD_04169	gene	2211	zntA			
BCDAKLAD_04169	CDS	2211	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
BCDAKLAD_04170	gene	246	tusA			
BCDAKLAD_04170	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
BCDAKLAD_04171	gene	666	yhhQ			
BCDAKLAD_04171	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
BCDAKLAD_04172	gene	558				
BCDAKLAD_04172	CDS	558				hypothetical protein
BCDAKLAD_04173	gene	1221	yhhS_2			
BCDAKLAD_04173	CDS	1221	yhhS_2			putative MFS-type transporter YhhS
BCDAKLAD_04174	gene	1050	yhhT			
BCDAKLAD_04174	CDS	1050	yhhT		COG0628	Putative transport protein YhhT
BCDAKLAD_04175	gene	381	arnF			
BCDAKLAD_04175	CDS	381	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
BCDAKLAD_04176	gene	339	arnE			
BCDAKLAD_04176	CDS	339	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
BCDAKLAD_04177	gene	1656	arnT			
BCDAKLAD_04177	CDS	1656	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BCDAKLAD_04178	gene	903	arnD			
BCDAKLAD_04178	CDS	903	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
BCDAKLAD_04179	gene	1986	arnA			
BCDAKLAD_04179	CDS	1986	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
BCDAKLAD_04180	gene	984	arnC			
BCDAKLAD_04180	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BCDAKLAD_04181	gene	1140	arnB			
BCDAKLAD_04181	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BCDAKLAD_04182	gene	507	padC			
BCDAKLAD_04182	CDS	507	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
BCDAKLAD_04183	gene	861	allS			
BCDAKLAD_04183	CDS	861	allS			HTH-type transcriptional activator AllS
BCDAKLAD_04184	gene	1569	nikA			
BCDAKLAD_04184	CDS	1569	nikA		COG0747	Nickel-binding periplasmic protein
BCDAKLAD_04185	gene	945	nikB			
BCDAKLAD_04185	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
BCDAKLAD_04186	gene	834	nikC			
BCDAKLAD_04186	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
BCDAKLAD_04187	gene	765	nikD			
BCDAKLAD_04187	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
BCDAKLAD_04188	gene	792	nikE			
BCDAKLAD_04188	CDS	792	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
BCDAKLAD_04189	gene	399	nikR			
BCDAKLAD_04189	CDS	399	nikR		COG0864	Nickel-responsive regulator
BCDAKLAD_04190	gene	1014				
BCDAKLAD_04190	CDS	1014			COG2239	Magnesium transporter MgtE
BCDAKLAD_04191	gene	1149				
BCDAKLAD_04191	CDS	1149			COG2081	putative protein
BCDAKLAD_04192	gene	1497	pitA			
BCDAKLAD_04192	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
BCDAKLAD_04193	gene	336	uspB			
BCDAKLAD_04193	CDS	336	uspB			Universal stress protein B
BCDAKLAD_04194	gene	438	uspA			
BCDAKLAD_04194	CDS	438	uspA		COG0589	Universal stress protein A
BCDAKLAD_04195	gene	1473	dtpB			
BCDAKLAD_04195	CDS	1473	dtpB		COG3104	Dipeptide and tripeptide permease B
BCDAKLAD_04196	gene	753	rsmJ			
BCDAKLAD_04196	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
BCDAKLAD_04197	gene	2043	prlC			
BCDAKLAD_04197	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
BCDAKLAD_04198	gene	1272				
BCDAKLAD_04198	CDS	1272				hypothetical protein
BCDAKLAD_04199	gene	843	rlmJ			
BCDAKLAD_04199	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
BCDAKLAD_04200	gene	1353	gor			
BCDAKLAD_04200	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
BCDAKLAD_04201	gene	624	gstB_4			
BCDAKLAD_04201	CDS	624	gstB_4	2.5.1.18	COG0625	Glutathione S-transferase GstB
BCDAKLAD_04202	gene	1194				
BCDAKLAD_04202	CDS	1194				hypothetical protein
BCDAKLAD_04203	gene	1653	treF			
BCDAKLAD_04203	CDS	1653	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
BCDAKLAD_04204	gene	534				
BCDAKLAD_04204	CDS	534				hypothetical protein
BCDAKLAD_04205	gene	759	fabG_12			
BCDAKLAD_04205	CDS	759	fabG_12	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCDAKLAD_04206	gene	900	dmlR_18			
BCDAKLAD_04206	CDS	900	dmlR_18			HTH-type transcriptional regulator DmlR
BCDAKLAD_04207	gene	1032	yhjD			
BCDAKLAD_04207	CDS	1032	yhjD		COG1295	Inner membrane protein YhjD
BCDAKLAD_04208	gene	1323	yhjE			
BCDAKLAD_04208	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
BCDAKLAD_04209	gene	2052				
BCDAKLAD_04209	CDS	2052				hypothetical protein
BCDAKLAD_04210	gene	930	kdgK_1			
BCDAKLAD_04210	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
BCDAKLAD_04211	gene	1503	yhjJ			
BCDAKLAD_04211	CDS	1503	yhjJ		COG0612	Protein YhjJ
BCDAKLAD_04212	gene	1287	dctA_2			
BCDAKLAD_04212	CDS	1287	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
BCDAKLAD_04213	gene	2007	pdeK			
BCDAKLAD_04213	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
BCDAKLAD_04214	gene	3480	bcsC			
BCDAKLAD_04214	CDS	3480	bcsC		COG0457	Cellulose synthase operon protein C
BCDAKLAD_04215	gene	1110	bcsZ			
BCDAKLAD_04215	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
BCDAKLAD_04216	gene	2304	bcsB_1			
BCDAKLAD_04216	CDS	2304	bcsB_1			Cyclic di-GMP-binding protein
BCDAKLAD_04217	gene	2619	bcsA			
BCDAKLAD_04217	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
BCDAKLAD_04218	gene	732	bcsQ_1			
BCDAKLAD_04218	CDS	732	bcsQ_1			Cellulose biosynthesis protein BcsQ
BCDAKLAD_04219	gene	189	yhjR			
BCDAKLAD_04219	CDS	189	yhjR			Protein YhjR
BCDAKLAD_04220	gene	1665	bcsE			
BCDAKLAD_04220	CDS	1665	bcsE			Cyclic di-GMP binding protein BcsE
BCDAKLAD_04221	gene	198				
BCDAKLAD_04221	CDS	198				hypothetical protein
BCDAKLAD_04222	gene	1680	bcsG			
BCDAKLAD_04222	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
BCDAKLAD_04223	gene	1002				
BCDAKLAD_04223	CDS	1002		3.2.1.4		Endoglucanase
BCDAKLAD_04224	gene	477				
BCDAKLAD_04224	CDS	477				hypothetical protein
BCDAKLAD_04225	gene	4053	bepA_2			
BCDAKLAD_04225	CDS	4053	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
BCDAKLAD_04226	gene	2436	bcsB_2			
BCDAKLAD_04226	CDS	2436	bcsB_2			Cyclic di-GMP-binding protein
BCDAKLAD_04227	gene	2112	acsAB_2			
BCDAKLAD_04227	CDS	2112	acsAB_2			Cellulose synthase 1
BCDAKLAD_04228	gene	804	bcsQ_2			
BCDAKLAD_04228	CDS	804	bcsQ_2			Cellulose biosynthesis protein BcsQ
BCDAKLAD_04229	gene	540				
BCDAKLAD_04229	CDS	540				hypothetical protein
BCDAKLAD_04230	gene	1014	oppF_2			
BCDAKLAD_04230	CDS	1014	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
BCDAKLAD_04231	gene	984	dppD_2			
BCDAKLAD_04231	CDS	984	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
BCDAKLAD_04232	gene	903	dppC			
BCDAKLAD_04232	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
BCDAKLAD_04233	gene	1020	dppB_2			
BCDAKLAD_04233	CDS	1020	dppB_2		COG0601	Dipeptide transport system permease protein DppB
BCDAKLAD_04234	gene	1608	dppA_3			
BCDAKLAD_04234	CDS	1608	dppA_3		COG0747	Periplasmic dipeptide transport protein
BCDAKLAD_04235	gene	77				
BCDAKLAD_04235	tRNA	77				tRNA-Pro(cgg)
BCDAKLAD_04236	gene	1395				
BCDAKLAD_04236	CDS	1395				hypothetical protein
BCDAKLAD_04237	gene	1674	eptB			
BCDAKLAD_04237	CDS	1674	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
BCDAKLAD_04238	gene	1206	yhjX			
BCDAKLAD_04238	CDS	1206	yhjX			putative MFS-type transporter YhjX
BCDAKLAD_04239	gene	645				
BCDAKLAD_04239	CDS	645				hypothetical protein
BCDAKLAD_04240	gene	582	tag			
BCDAKLAD_04240	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
BCDAKLAD_04241	gene	441	yiaC			
BCDAKLAD_04241	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
BCDAKLAD_04242	gene	2331	bisC			
BCDAKLAD_04242	CDS	2331	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
BCDAKLAD_04243	gene	663	yiaD			
BCDAKLAD_04243	CDS	663	yiaD		COG2885	putative lipoprotein YiaD
BCDAKLAD_04244	gene	1017	kdgR_2			
BCDAKLAD_04244	CDS	1017	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
BCDAKLAD_04245	gene	750				
BCDAKLAD_04245	CDS	750				hypothetical protein
BCDAKLAD_04246	gene	936	kdgK_2			
BCDAKLAD_04246	CDS	936	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
BCDAKLAD_04247	gene	1281	ttuB_3			
BCDAKLAD_04247	CDS	1281	ttuB_3			Putative tartrate transporter
BCDAKLAD_04248	gene	972	ghrB			
BCDAKLAD_04248	CDS	972	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
BCDAKLAD_04249	gene	711				
BCDAKLAD_04249	CDS	711				hypothetical protein
BCDAKLAD_04250	gene	1356	pcaK_2			
BCDAKLAD_04250	CDS	1356	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
BCDAKLAD_04251	gene	291				
BCDAKLAD_04251	CDS	291				hypothetical protein
BCDAKLAD_04252	gene	213	cspA			
BCDAKLAD_04252	CDS	213	cspA		COG1278	Cold shock protein CspA
BCDAKLAD_04253	gene	1620	yheS_3			
BCDAKLAD_04253	CDS	1620	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
BCDAKLAD_04254	gene	213				
BCDAKLAD_04254	CDS	213				hypothetical protein
BCDAKLAD_04255	gene	2070	glyS			
BCDAKLAD_04255	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
BCDAKLAD_04256	gene	912	glyQ			
BCDAKLAD_04256	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
BCDAKLAD_04257	gene	303				
BCDAKLAD_04257	CDS	303				hypothetical protein
BCDAKLAD_04258	gene	996	wecH			
BCDAKLAD_04258	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
BCDAKLAD_04259	gene	444	yiaA			
BCDAKLAD_04259	CDS	444	yiaA		COG4682	Inner membrane protein YiaA
BCDAKLAD_04260	gene	372	yiaB			
BCDAKLAD_04260	CDS	372	yiaB		COG4682	Inner membrane protein YiaB
BCDAKLAD_04261	gene	1455	xylB_3			
BCDAKLAD_04261	CDS	1455	xylB_3	2.7.1.17	COG1070	Xylulose kinase
BCDAKLAD_04262	gene	1323	xylA_1			
BCDAKLAD_04262	CDS	1323	xylA_1	5.3.1.5		Xylose isomerase
BCDAKLAD_04263	gene	996	xylF			
BCDAKLAD_04263	CDS	996	xylF		COG4213	D-xylose-binding periplasmic protein
BCDAKLAD_04264	gene	1542	xylG_2			
BCDAKLAD_04264	CDS	1542	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
BCDAKLAD_04265	gene	1182	xylH			
BCDAKLAD_04265	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
BCDAKLAD_04266	gene	1179	xylR			
BCDAKLAD_04266	CDS	1179	xylR			Xylose operon regulatory protein
BCDAKLAD_04267	gene	564				
BCDAKLAD_04267	CDS	564				hypothetical protein
BCDAKLAD_04268	gene	2034	malS			
BCDAKLAD_04268	CDS	2034	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
BCDAKLAD_04269	gene	1257	avtA			
BCDAKLAD_04269	CDS	1257	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
BCDAKLAD_04270	gene	486	cooF			
BCDAKLAD_04270	CDS	486	cooF		COG1142	Iron-sulfur protein
BCDAKLAD_04271	gene	1842	selB			
BCDAKLAD_04271	CDS	1842	selB		COG3276	Selenocysteine-specific elongation factor
BCDAKLAD_04272	gene	1389	selA			
BCDAKLAD_04272	CDS	1389	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
BCDAKLAD_04273	gene	609	yibF			
BCDAKLAD_04273	CDS	609	yibF		COG0625	putative GST-like protein YibF
BCDAKLAD_04274	gene	1908	mtlA			
BCDAKLAD_04274	CDS	1908	mtlA		COG2213	PTS system mannitol-specific EIICBA component
BCDAKLAD_04275	gene	1149	mtlD			
BCDAKLAD_04275	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
BCDAKLAD_04276	gene	597	mtlR			
BCDAKLAD_04276	CDS	597	mtlR		COG3722	Mannitol operon repressor
BCDAKLAD_04277	gene	225	glgS_2			
BCDAKLAD_04277	CDS	225	glgS_2			Surface composition regulator
BCDAKLAD_04278	gene	363	yibL			
BCDAKLAD_04278	CDS	363	yibL			putative protein YibL
BCDAKLAD_04279	gene	1656	lldP			
BCDAKLAD_04279	CDS	1656	lldP		COG1620	L-lactate permease
BCDAKLAD_04280	gene	774	lldR_3			
BCDAKLAD_04280	CDS	774	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
BCDAKLAD_04281	gene	1185	lldD_2			
BCDAKLAD_04281	CDS	1185	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
BCDAKLAD_04282	gene	474	trmL			
